candidate_type,candidate,domain,score,mentions,source_count,sample_sources
domain,snd.wordpress.org,snd.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,si.wordpress.org,si.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,sk.wordpress.org,sk.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,sl.wordpress.org,sl.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,sna.wordpress.org,sna.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,so.wordpress.org,so.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,sq.wordpress.org,sq.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,sq-xk.wordpress.org,sq-xk.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,sr.wordpress.org,sr.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ssw.wordpress.org,ssw.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,su.wordpress.org,su.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,sv.wordpress.org,sv.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,sw.wordpress.org,sw.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ta.wordpress.org,ta.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ta-lk.wordpress.org,ta-lk.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,te.wordpress.org,te.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,tg.wordpress.org,tg.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,th.wordpress.org,th.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,tir.wordpress.org,tir.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,tuk.wordpress.org,tuk.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,tl.wordpress.org,tl.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,tt.wordpress.org,tt.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ug.wordpress.org,ug.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,uk.wordpress.org,uk.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ur.wordpress.org,ur.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,uz.wordpress.org,uz.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,vi.wordpress.org,vi.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,wol.wordpress.org,wol.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,xho.wordpress.org,xho.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,yor.wordpress.org,yor.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,cn.wordpress.org,cn.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,zh-hk.wordpress.org,zh-hk.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,zh-sg.wordpress.org,zh-sg.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,tw.wordpress.org,tw.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,zul.wordpress.org,zul.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,matomo.org,matomo.org,34,4,2,research_results/third_party_downloads/metrics.raceforward.org/metrics.raceforward.org.html | research_results/third_party_downloads/metrics.raceforward.org/metrics.raceforward.org_ce5da56a6b.html
domain,www.tag1.com,www.tag1.com,34,4,4,research_results/third_party_downloads/www.drupal.org/new.drupal.org_home.html | research_results/third_party_downloads/www.drupal.org/new.drupal.org_home_3b1f62d3fa.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about_values-and-principles.html
domain,d7es.tag1.com,d7es.tag1.com,34,4,4,research_results/third_party_downloads/www.drupal.org/new.drupal.org_home.html | research_results/third_party_downloads/www.drupal.org/new.drupal.org_home_3b1f62d3fa.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about_values-and-principles.html
domain,stackoverflow.com,stackoverflow.com,34,4,2,research_results/third_party_downloads/www.hudhre.info/www.sttimothyswilson.org_worship.html | research_results/third_party_downloads/www.hudhre.info/www.sttimothyswilson.org_worship_8ea7bf0ee9.html
domain,www.sttimothyswilson.org,www.sttimothyswilson.org,34,4,2,research_results/third_party_downloads/www.hudhre.info/www.sttimothyswilson.org_worship.html | research_results/third_party_downloads/www.hudhre.info/www.sttimothyswilson.org_worship_8ea7bf0ee9.html
domain,secure.everyaction.com,secure.everyaction.com,34,4,4,research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_de32e3d51e.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_targeted-universalism.html | research_results/third_party_downloads/colorlines.com/colorlines.com_join.html
domain,fastaction.ngpvan.com,fastaction.ngpvan.com,34,4,4,research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_de32e3d51e.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_targeted-universalism.html | research_results/third_party_downloads/colorlines.com/colorlines.com_join.html
domain,profile.ngpvan.com,profile.ngpvan.com,34,4,4,research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_de32e3d51e.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_targeted-universalism.html | research_results/third_party_downloads/colorlines.com/colorlines.com_join.html
domain,www.oregonhistorywayfinder.org,www.oregonhistorywayfinder.org,34,4,4,research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html
domain,www.oregonhistoryproject.org,www.oregonhistoryproject.org,34,4,4,research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html
domain,oregontimeweb.org,oregontimeweb.org,34,4,4,research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html
domain,oregoncouncilofteachersofenglish.wildapricot.org,oregoncouncilofteachersofenglish.wildapricot.org,34,4,4,research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html
domain,willamette.edu,willamette.edu,34,4,4,research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html
domain,thegreats.co,thegreats.co,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,www.generationsoverdinner.com,www.generationsoverdinner.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,www.moniguzman.com,www.moniguzman.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,chicagobeyond.org,chicagobeyond.org,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,www.raikesfoundation.org,www.raikesfoundation.org,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,seedcollab.com,seedcollab.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,santa-rosa.legistar.com,santa-rosa.legistar.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,www.first5la.org,www.first5la.org,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,multnomah.granicus.com,multnomah.granicus.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,digital.sandiego.edu,digital.sandiego.edu,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,www.childrensdefense.org,www.childrensdefense.org,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,www.seedcollab.com,www.seedcollab.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,www.smcoe.org,www.smcoe.org,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,www.changelives.org,www.changelives.org,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,cdf-mn.org,cdf-mn.org,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html | research_results/third_party_downloads/obiu.org/obiu.org_course_what-is-targeted-universalism.html
domain,cta.mylearnworlds.com,cta.mylearnworlds.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
domain,www.democracyandbelongingforum.org,www.democracyandbelongingforum.org,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
domain,www.bayoakomolafe.net,www.bayoakomolafe.net,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
domain,www.alokvmenon.com,www.alokvmenon.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
domain,www.britannica.com,www.britannica.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
domain,www.joyharjo.com,www.joyharjo.com,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
domain,centerforneweconomics.org,centerforneweconomics.org,34,3,3,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Housing Authority,,34,6,6,research_results/documents/parsed/6431de02c3af80fab467e7aebdc1d17c.txt | research_results/documents/parsed/74c6bb8d3aa480a95207e0085fc1c4c0.txt | research_results/documents/parsed/8444b9d83856f5d89ff54709a5e8a7f1.txt | research_results/hacc_documents/P2_Governance_&_Audit_dd7daaf8-3391-4e6e-b5b9-539456b237c3 | research_results/third_party_downloads/relatednorthwest.com/www.relatedcalifornia.com_our-company_related-northwest.html
org_name,Narrative Initiative,,34,5,5,research_results/documents/parsed/bf83699c0a4f2001dd2920dd6d60b502.txt | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org_db352f424d.html
org_name,Drupal Certified Partners,,34,5,5,research_results/documents/parsed/11f8c5e1123008295d7e64cc85216997.txt | research_results/documents/parsed/3624845de3c2316d6c0dbf0f2893e487.txt | research_results/third_party_downloads/www.drupal.org/new.drupal.org_home.html | research_results/third_party_downloads/www.drupal.org/new.drupal.org_home_3b1f62d3fa.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_drupal-services.html
domain,profiles.wordpress.org,profiles.wordpress.org,33,7,1,research_results/third_party_downloads/wordpress.org/wordpress.org_plugins_gdpr-cookie-compliance.html
org_name,State Agency,,33,7,7,research_results/documents/parsed/43a842a53cfa511e1bc88276a0352d1c.txt | research_results/documents/parsed/57a271a61cfdda6b8b76a264c5c1a897.txt | research_results/documents/parsed/f6741790087ba13efcf09ff18aaee9d6.txt | research_results/third_party_downloads/oregonbuys.gov/oregonbuys.gov:443_bso.html | research_results/third_party_downloads/oregonbuys.gov/oregonbuys.gov:443_bso_9d8a314bfc.html
domain,pace.osba.org,pace.osba.org,32,6,3,research_results/third_party_downloads/www.osba.org/www.osba.org.html | research_results/third_party_downloads/www.osba.org/www.osba.org_2e55d62c99.html | research_results/third_party_downloads/www.osba.org/www.osba.org_720747e0de.html
domain,search.worldcat.org,search.worldcat.org,32,5,3,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Internet_media_type.html
domain,umatilla.powerschool.com,umatilla.powerschool.com,32,4,2,research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,testregistration.org,testregistration.org,32,4,2,research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,forms.gle,forms.gle,32,4,2,research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,github.careers,github.careers,32,4,3,research_results/third_party_downloads/github.com/github.com.html | research_results/third_party_downloads/github.com/github.com_about.html | research_results/third_party_downloads/github.com/github.com_d7b3438d97.html
domain,nonprofitquarterly.org,nonprofitquarterly.org,32,4,1,research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_targeted-universalism.html
domain,archive.org,archive.org,32,4,2,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,files.hudexchange.info,files.hudexchange.info,32,4,1,research_results/third_party_downloads/www.hudexchange.info/www.hudexchange.info_resource_3824_hmis-data-dictionary.html
